"Family","Genus","Species","Taxon","Common Name","Native Status","effectm partm of this plant.","Lifeform","Duration","July High Temp","Dec Low Temp","Temp Range","Lower Elevation","Upper Elevation","Start Bloom Month","End Bloom Month","Calrecnum"
"FABACEAE","Lupinus","latifolius","Lupinus latifolius var. dudleyi","Canyon lupine","native","Do not eat any part of this plant.","Perennial herb","Perennial","84","40","46","70","230","4","5","5161"
"FABACEAE","Lupinus","latifolius","Lupinus latifolius var. latifolius","Broad leaf lupine","native","Do not eat any part of this plant.","Perennial herb","Perennial","91","28","55","0","2930","4","5","5162"
"FABACEAE","Lupinus","latifolius","Lupinus latifolius var. parishii","Parish's lupine","native","Do not eat any part of this plant.","Perennial herb","Perennial","91","28","54","930","2490","4","5","5163"
"FABACEAE","Lupinus","lepidus","Lupinus lepidus","Tidy lupine","native","Do not eat any part of this plant.","Perennial herb","Perennial","89","10","65","65","3670","7","8","5165"
"FABACEAE","Lupinus","lepidus","Lupinus lepidus var. confertus","Clustered tidy lupine","native","Do not eat any part of this plant.","Perennial herb","Perennial","88","12","66","100","3230","5","8","5166"
"FABACEAE","Lupinus","littoralis","Lupinus littoralis var. variicolor","","native","Do not eat any part of this plant.","Shrub","Perennial","77","40","36","0","370","4","7","14304"
"FABACEAE","Lupinus","longifolius","Lupinus longifolius","Long leaf bush lupine","native","Do not eat any part of this plant.","Shrub","Perennial","91","42","46","5","1530","1","12","5174"
"FABACEAE","Lupinus","luteolus","Lupinus luteolus","Butter lupine","native","Do not eat any part of this plant.","Annual herb","Annual","91","28","62","0","2300","6","7","5176"
"FABACEAE","Lupinus","microcarpus","Lupinus microcarpus","Chick lupine","native","Do not eat any part of this plant.","Annual herb","Annual","98","20","67","0","2670","5","6","5183"
"FABACEAE","Lupinus","microcarpus","Lupinus microcarpus var. densiflorus","Chick lupine","native","Do not eat any part of this plant.","Annual herb","Annual","96","26","60","0","2540","5","6","5184"
"FABACEAE","Lupinus","microcarpus","Lupinus microcarpus var. horizontalis","Chick lupine","native","Do not eat any part of this plant.","Annual herb","Annual","101","28","70","220","1800","5","6","5185"
"FABACEAE","Lupinus","microcarpus","Lupinus microcarpus var. microcarpus","Chick lupine","native","Do not eat any part of this plant.","Annual herb","Annual","96","20","62","0","2440","5","6","5186"
"FABACEAE","Lupinus","nanus","Lupinus nanus","Valley sky lupine","native","Do not eat any part of this plant.","Annual herb","Annual","96","28","61","0","1970","3","5","5189"
"FABACEAE","Lupinus","pachylobus","Lupinus pachylobus","Big pod lupine","native","Do not eat any part of this plant.","Annual herb","Annual","99","36","63","140","930","3","5","5196"
"FABACEAE","Lupinus","polyphyllus","Lupinus polyphyllus","Bog lupine","native","Do not eat any part of this plant.","Perennial herb","Perennial","92","10","63","0","2970","5","7","5199"
"FABACEAE","Lupinus","rivularis","Lupinus rivularis","Riverbank lupine","native","Do not eat any part of this plant.","Perennial herb","Perennial","94","14","59","25","890","3","6","5208"
"FABACEAE","Lupinus","sparsiflorus","Lupinus sparsiflorus","Coulter's lupine","native","Do not eat any part of this plant.","Annual herb","Annual","104","32","65","30","2090","3","4","5212"
"FABACEAE","Lupinus","succulentus","Lupinus succulentus","Arroyo lupine","native","Do not eat any part of this plant.","Annual herb","Annual","96","34","60","0","1660","2","5","5217"
"FABACEAE","Lupinus","truncatus","Lupinus truncatus","Blunt leaved lupine","native","Do not eat any part of this plant.","Annual herb","Annual","95","32","59","0","1530","3","5","5221"
"JUNCACEAE","Luzula","comosa","Luzula comosa","Hairy wood rush","native","","Perennial grass","Perennial","94","10","59","0","3360","3","6","5223"
"JUNCACEAE","Luzula","comosa","Luzula comosa var. comosa","Hairy wood rush","native","","Perennial grass","Perennial","85","32","53","5","1200","3","6","11810"
"JUNCACEAE","Luzula","macrantha","Luzula macrantha","","native","","Perennial grass","Perennial","87","36","51","","","","","14739"
"JUNCACEAE","Luzula","subsessilis","Luzula subsessilis","Pacific woodrush","native","","Perennial grass","Perennial","94","30","58","0","1600","4","7","11815"
"CARYOPHYLLACEAE","Lychnis","coronaria","Lychnis coronaria","Rose campion","non-native","","Perennial herb","Perennial","93","22","60","20","2030","","","5229"
"SOLANACEAE","Lycianthes","rantonnetii","Lycianthes rantonnetii","Blue potatobush","non-native","","Perennial herb","Perennial","93","38","54","30","45","","","9153"
"SOLANACEAE","Lycium","andersonii","Lycium andersonii","Anderson thornbush","native","","Shrub","Perennial","104","20","71","0","2170","3","5","5230"
"SOLANACEAE","Lycium","californicum","Lycium californicum","California boxthorn","rare","","Shrub","Perennial","81","42","35","0","230","3","8","5235"
"SOLANACEAE","Lycium","fremontii","Lycium fremontii","Fremont box thorn","native","","Shrub","Perennial","105","34","65","-18","1070","3","4","5238"
"SOLANACEAE","Lycium","torreyi","Lycium torreyi","Torrey's box thorn","rare","","Shrub","Perennial","105","32","69","-54","1340","3","5","5241"
"SOLANACEAE","Lycopersicon","esculentum","Lycopersicon esculentum","Tomato","non-native","Do not eat the leaf or stem of this plant.","Annual, Perennial herb","Annual","93","36","56","0","1460","","","5243"
"LAMIACEAE","Lycopus","americanus","Lycopus americanus","Bugleweed","native","","Perennial herb","Perennial","96","22","62","0","1480","6","7","5247"
"ROSACEAE","Lyonothamnus","floribundus","Lyonothamnus floribundus","Island ironwood","native","","Tree","Perennial","86","42","41","0","560","5","7","5251"
"ROSACEAE","Lyonothamnus","floribundus","Lyonothamnus floribundus ssp. aspleniifolius","Santa cruz island ironwood","rare","","Tree","Perennial","83","44","36","0","590","5","7","8961"
"MYRSINACEAE","Lysimachia","arvensis","Lysimachia arvensis","Scarlet pimpernel","non-native","","Annual herb","Annual","96","32","59","-1","2280","3","9","13206"
"MYRSINACEAE","Lysimachia","maritima","Lysimachia maritima","Sea milkwort","native","","Perennial herb","Perennial","87","16","64","0","2110","5","6","13208"
"MYRSINACEAE","Lysimachia","minima","Lysimachia minima","Chaffweed","native","","Annual herb","Annual","94","28","59","0","1290","4","6","13209"
"MYRSINACEAE","Lysimachia","monelli","Lysimachia monelli","Flaxleaf pimpernel","non-native","","Perennial herb","Perennial","88","40","46","340","510","2","5","13210"
"LYTHRACEAE","Lythrum","californicum","Lythrum californicum","Common loosestrife","native","","Perennial herb","Perennial","110","20","73","0","1940","5","10","5258"
"LYTHRACEAE","Lythrum","hyssopifolia","Lythrum hyssopifolia","Hyssop loosestrife","non-native invasive","","Annual, Perennial herb","Annual","96","30","60","0","1960","4","10","10626"
"ASTERACEAE","Madia","elegans","Madia elegans","Common madia","native","","Annual herb","Annual","98","16","63","0","2720","6","9","5284"
"ASTERACEAE","Madia","exigua","Madia exigua","Small tarweed","native","","Annual herb","Annual","94","20","63","0","2140","4","6","5289"
"ASTERACEAE","Madia","gracilis","Madia gracilis","Gumweed","native","","Annual herb","Annual","96","18","63","0","2560","4","7","5291"
"ASTERACEAE","Madia","radiata","Madia radiata","Showy madia","rare","","Annual herb","Annual","97","32","63","290","1210","3","5","5296"
"ASTERACEAE","Madia","sativa","Madia sativa","Coastal tarweed","native","","Annual herb","Annual","91","32","56","0","1480","5","8","5298"
"MAGNOLIACEAE","Magnolia","grandiflora","Magnolia grandiflora","Southern magnolia","non-native","","Tree","Perennial","93","38","55","5","320","","","9363"
"RUSCACEAE","Maianthemum","racemosum","Maianthemum racemosum","Feathery false lily of the valley","native","","Perennial herb","Perennial","93","16","61","0","2870","5","7","10096"
"RUSCACEAE","Maianthemum","stellatum","Maianthemum stellatum","Starry false lily of the valley","native","","Perennial herb","Perennial","91","14","63","0","3040","5","6","9629"
"MALVACEAE","Malacothamnus","densiflorus","Malacothamnus densiflorus","Many-flowered bushmallow","native","","Shrub","Perennial","99","30","64","100","2090","5","7","5308"
"MALVACEAE","Malacothamnus","densiflorus","Malacothamnus densiflorus var. densiflorus","Few-rayed bushmallow","native","","Shrub","Perennial","99","30","64","","","3","7","8405"
"MALVACEAE","Malacothamnus","eastwoodiae","Malacothamnus eastwoodiae","Alice's lovely bushmallow","native","","Shrub","Perennial","68","44","24","","","5","8","14684"
"MALVACEAE","Malacothamnus","fasciculatus","Malacothamnus fasciculatus","Chaparral bushmallow","native","","Shrub","Perennial","100","22","59","0","2440","4","7","5310"
"MALVACEAE","Malacothamnus","fasciculatus","Malacothamnus fasciculatus var. fasciculatus","Chaparral bushmallow","native","","Shrub","Perennial","92","38","50","0","2440","3","7","10964"
"MALVACEAE","Malacothamnus","fasciculatus","Malacothamnus fasciculatus var. nesioticus","Santa Cruz Island bushmallow","rare","","Shrub","Perennial","","","","","","4","7","5311"
"MALVACEAE","Malacothamnus","fremontii","Malacothamnus fremontii","Fremont's bushmallow","native","","Shrub","Perennial","96","26","62","110","2450","5","7","5312"
"MALVACEAE","Malacothamnus","jonesii","Malacothamnus jonesii","Jones's bushmallow","rare","","Shrub","Perennial","95","30","63","250","1450","5","7","5316"
"MALVACEAE","Malacothamnus","jonesii","Malacothamnus jonesii var. gracilis","Huasna bushmallow","rare","","Shrub","Perennial","85","38","49","","","5","1","14692"
"MALVACEAE","Malacothamnus","jonesii","Malacothamnus jonesii var. niveus","Fragrant-snow bushmallow","rare","","Shrub","Perennial","95","32","63","","","4","7","14687"
"MALVACEAE","Malacothamnus","nuttallii","Malacothamnus nuttallii","Nuttall's bushmallow","native","","Shrub","Perennial","90","36","52","","","5","9","14691"
"MALVACEAE","Malacothamnus","orbiculatus","Malacothamnus orbiculatus","Tehachapi bushmallow","native","","Shrub","Perennial","95","22","63","420","2390","5","10","10628"
"ASTERACEAE","Malacothrix","californica","Malacothrix californica","Desert dandelion","native","","Annual herb","Annual","102","24","65","60","2080","3","5","5325"
"ASTERACEAE","Malacothrix","clevelandii","Malacothrix clevelandii","Cleveland's malacothrix","native","","Annual herb","Annual","95","28","61","120","2250","4","7","5326"
"ASTERACEAE","Malacothrix","coulteri","Malacothrix coulteri","Snake's head","native","","Annual herb","Annual","103","24","71","60","1790","3","5","5327"
"ASTERACEAE","Malacothrix","floccifera","Malacothrix floccifera","Woolly malacothrix","native","","Annual herb","Annual","94","20","62","85","2320","3","11","5328"
"ASTERACEAE","Malacothrix","foliosa","Malacothrix foliosa","Leafy malacothrix","native","","Annual herb","Annual","82","50","32","5","350","3","5","5329"
"ASTERACEAE","Malacothrix","foliosa","Malacothrix foliosa ssp. foliosa","Leafy desertdandelion","rare","","Annual herb","Annual","82","50","32","5","350","3","7","8813"
"ASTERACEAE","Malacothrix","foliosa","Malacothrix foliosa ssp. philbrickii","Philbrick's desertdandelion","rare","","Annual herb","Annual","","","","","","3","6","8814"
"ASTERACEAE","Malacothrix","glabrata","Malacothrix glabrata","Desert dandelion","native","","Annual herb","Annual","109","16","76","-32","2150","3","6","5330"
"ASTERACEAE","Malacothrix","incana","Malacothrix incana","Dunedelion","rare","","Perennial herb","Perennial","69","44","23","0","120","1","10","5331"
"ASTERACEAE","Malacothrix","indecora","Malacothrix indecora","Santa cruz island malacothrix","rare","","Annual herb","Annual","","","","","","4","9","5332"
"ASTERACEAE","Malacothrix","phaeocarpa","Malacothrix phaeocarpa","Central coast malacothrix","rare","","Annual herb","Annual","82","40","41","5","2380","4","6","5333"
"ASTERACEAE","Malacothrix","saxatilis","Malacothrix saxatilis","Cliff aster","native","","Perennial herb","Perennial","93","32","57","0","2410","6","12","5334"
"ASTERACEAE","Malacothrix","saxatilis","Malacothrix saxatilis var. arachnoidea","Carmel valley cliff aster","rare","","Perennial herb (rhizomatous)","Perennial","83","38","44","50","170","6","12","5335"
"ASTERACEAE","Malacothrix","saxatilis","Malacothrix saxatilis var. commutata","South coast range malacothrix","native","","Perennial herb","Perennial","96","32","59","110","1460","6","12","5336"
"ASTERACEAE","Malacothrix","saxatilis","Malacothrix saxatilis var. implicata","Cliff malacothrix","native","","Perennial herb","Perennial","77","46","32","0","150","6","12","5337"
"ASTERACEAE","Malacothrix","saxatilis","Malacothrix saxatilis var. saxatilis","Cliff aster","rare","","Perennial herb","Perennial","84","42","39","5","1220","3","9","5338"
"ASTERACEAE","Malacothrix","saxatilis","Malacothrix saxatilis var. tenuifolia","Short leaved cliff aster","native","","Perennial herb","Perennial","92","30","52","0","2480","1","12","5339"
"ASTERACEAE","Malacothrix","similis","Malacothrix similis","Mexican malacothrix","rare","","Annual herb","Annual","","","","","","4","5","5340"
"ASTERACEAE","Malacothrix","squalida","Malacothrix squalida","Island malacothrix","rare","","Annual herb","Annual","","","","","","4","7","5342"
"AIZOACEAE","Malephora","crocea","Malephora crocea","Coppery mesembryanthemum","non-native invasive","","Perennial herb","Perennial","87","42","43","0","430","3","12","5347"
"ANACARDIACEAE","Malosma","laurina","Malosma laurina","Laurel sumac","native","","Tree, Shrub","Perennial","94","36","56","0","2160","2","5","5348"
"ROSACEAE","Malus","pumila","Malus pumila","Paradise apple","non-native","Do not eat the seed of this plant.","Tree","Perennial","94","26","60","0","2280","4","5","10099"
"MALVACEAE","Malva","arborea","Malva arborea","Tree mallow","non-native","","Shrub","Perennial","80","40","39","0","160","2","8","10966"
"MALVACEAE","Malva","assurgentiflora","Malva assurgentiflora","Island mallow","native","","Shrub","Perennial","81","40","38","0","400","2","7","11817"
"MALVACEAE","Malva","multiflora","Malva multiflora","","non-native","","Annual, Biennial herb","Annual","90","38","50","0","1300","4","6","14660"
"MALVACEAE","Malva","neglecta","Malva neglecta","Dwarf mallow","non-native","","Annual, Perennial herb","Annual","96","14","68","0","2800","5","10","5352"
"MALVACEAE","Malva","nicaeensis","Malva nicaeensis","Bull mallow","non-native","","Annual herb","Annual","94","22","59","0","2590","3","5","5353"
"MALVACEAE","Malva","parviflora","Malva parviflora","Cheeseweed","non-native","","Annual herb","Annual","105","18","64","-22","2380","3","10","5354"
"MALVACEAE","Malva","sylvestris","Malva sylvestris","High mallow","non-native","","Perennial herb","Perennial","82","40","42","0","620","4","6","5355"
"MALVACEAE","Malva","verticillata","Malva verticillata","Cluster mallow","non-native","","Annual herb","Annual","","","","","","5","7","8650"
"MALVACEAE","Malvella","leprosa","Malvella leprosa","Alkali mallow","native","","Perennial herb","Perennial","101","24","66","0","1730","4","10","5356"
"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Mango","non-native","","Perennial herb","Perennial","","","","","","","","12663"
"CUCURBITACEAE","Marah","fabacea","Marah fabacea","California man-root","native","","Perennial herb, Vine","Perennial","96","30","61","0","2350","3","4","11820"
"CUCURBITACEAE","Marah","macrocarpa","Marah macrocarpa","Chilicothe","native","","Perennial herb, Vine","Perennial","98","32","61","0","2280","1","4","11822"
"MARCHANTIACEAE","Marchantia","polymorpha","Marchantia polymorpha","","native","","Liverwort","Perennial","92","14","61","180","3060","","","12665"
"LAMIACEAE","Marrubium","vulgare","Marrubium vulgare","White horehound","non-native invasive","","Perennial herb","Perennial","96","22","63","0","2470","5","8","5370"
"MARSILEACEAE","Marsilea","vestita","Marsilea vestita","Hairy waterclover","native","","Fern","Perennial","96","18","64","0","2200","","","10104"
"MARSILEACEAE","Marsilea","vestita","Marsilea vestita ssp. vestita","Hairy pepperwort","native","","Fern","Perennial","97","20","62","10","2200","","","5372"
"GYMNOMITRIACEAE","Marsupella","bolanderi","Marsupella bolanderi","","native","","Liverwort","Perennial","","","","","","","","14424"
"ASTERACEAE","Matricaria","discoidea","Matricaria discoidea","Pineapple weed","native","","Annual herb","Annual","98","16","65","0","2410","5","9","11825"
"ASTERACEAE","Matricaria","occidentalis","Matricaria occidentalis","Valley mayweed","native","","Annual herb","Annual","97","32","62","10","1010","3","8","9500"
"BRASSICACEAE","Matthiola","incana","Matthiola incana","Stock","non-native","","Perennial herb","Perennial","80","42","34","0","1260","3","6","5375"
"CELASTRACEAE","Maytenus","boaria","Maytenus boaria","Mayten","non-native invasive","","Tree, Shrub","Perennial","83","40","43","0","740","4","5","8519"
"PAPAVERACEAE","Meconella","californica","Meconella californica","California meconella","native","","Annual herb","Annual","94","34","60","90","770","3","5","5378"
"PAPAVERACEAE","Meconella","denticulata","Meconella denticulata","Small flowered meconella","native","","Annual herb","Annual","92","40","51","25","1660","3","6","5379"
"FABACEAE","Medicago","lupulina","Medicago lupulina","Black medick","non-native","","Annual, Perennial herb","Annual","98","20","64","0","2210","6","8","5382"
"FABACEAE","Medicago","minima","Medicago minima","Small bur clover","non-native","","Annual herb","Annual","93","30","59","55","1500","4","7","5383"
"FABACEAE","Medicago","polymorpha","Medicago polymorpha","California burclover","non-native invasive","","Annual herb","Annual","98","24","63","0","2460","2","6","5385"
"FABACEAE","Medicago","sativa","Medicago sativa","Alfalfa","non-native","","Perennial herb","Perennial","97","16","67","0","2390","6","8","5387"
"MYRTACEAE","Melaleuca","nesophila","Melaleuca nesophila","","non-native","","Tree","Perennial","87","44","40","0","330","","","9432"
"MELIACEAE","Melia","azedarach","Melia azedarach","China berry tree","non-native invasive","Do not eat the fruit of this plant.","Tree","Perennial","98","32","62","40","1770","3","7","5388"
"POACEAE","Melica","californica","Melica californica","California melic","native","","Perennial grass","Perennial","96","14","61","0","2500","6","8","5392"
"POACEAE","Melica","frutescens","Melica frutescens","Tall melica","native","","Perennial grass","Perennial","100","32","64","90","2000","3","5","5394"
"POACEAE","Melica","imperfecta","Melica imperfecta","Coast range melic","native","","Perennial grass","Perennial","96","20","61","0","2680","2","3","5399"
"POACEAE","Melica","stricta","Melica stricta","Nodding melica","native","","Perennial grass","Perennial","96","12","65","1250","3410","6","8","5401"
"POACEAE","Melica","torreyana","Melica torreyana","Torrey's melica","native","","Perennial grass","Perennial","94","14","61","0","2490","3","6","5404"
"FABACEAE","Melilotus","albus","Melilotus albus","White sweetclover","non-native","","Annual, Biennial herb","Annual","100","16","68","0","2610","5","9","10971"
"FABACEAE","Melilotus","indicus","Melilotus indicus","Annual yellow sweetclover","non-native","","Annual herb","Annual","100","20","63","-18","2590","4","10","5406"
"FABACEAE","Melilotus","officinalis","Melilotus officinalis","Yellow sweetclover","non-native","Do not eat any part of this plant.","Annual, Biennial herb","Annual","100","14","67","0","2590","5","8","5407"
"POACEAE","Melinis","repens","Melinis repens","Natal grass","non-native invasive","","Annual grass","Annual","90","34","52","0","2280","1","12","12147"
"POACEAE","Melinis","repens","Melinis repens ssp. repens","Natal grass, ruby grass","non-native","","Annual grass","Annual","88","42","46","20","1450","1","12","11828"
"LAMIACEAE","Melissa","officinalis","Melissa officinalis","Lemon balm","non-native","","Perennial herb","Perennial","94","30","59","5","1620","6","9","5408"
"LAMIACEAE","Mentha","aquatica","Mentha aquatica","Water mint","non-native","","Perennial herb","Perennial","92","38","54","0","1650","7","10","10110"
"LAMIACEAE","Mentha","arvensis","Mentha arvensis","American wild mint","native","","Perennial herb","Perennial","96","18","68","0","2140","3","5","5413"
"LAMIACEAE","Mentha","canadensis","Mentha canadensis","Wild mint","native","","Perennial herb","Perennial","95","14","68","0","2240","7","10","10635"
"LAMIACEAE","Mentha","longifolia","Mentha longifolia","","non-native","","Perennial herb","Perennial","","","","","","7","10","11836"
"LAMIACEAE","Mentha","pulegium","Mentha pulegium","Pennyroyal","non-native invasive","Do not eat any part of this plant.","Perennial herb","Perennial","97","24","61","0","2260","6","9","5414"
"LAMIACEAE","Mentha","spicata","Mentha spicata","Spearmint","non-native","","Perennial herb","Perennial","96","20","63","0","2230","6","10","10111"
"LAMIACEAE","Mentha","Xpiperita","Mentha Xpiperita","Peppermint","non-native","","Perennial herb","Perennial","95","32","60","15","2280","","","5412"
"LAMIACEAE","Mentha","Xsmithiana","Mentha Xsmithiana","Redstem mint","non-native","","Perennial herb","Perennial","","","","","","","","11835"
"LAMIACEAE","Mentha","Xvillosa","Mentha Xvillosa","","non-native","","Perennial herb","Perennial","","","","","","","","8617"
"LOASACEAE","Mentzelia","affinis","Mentzelia affinis","Yellow comet","native","","Annual herb","Annual","102","30","67","80","2060","4","5","5418"
"LOASACEAE","Mentzelia","albicaulis","Mentzelia albicaulis","White stemmed blazing star","native","","Annual herb","Annual","106","14","74","0","2870","3","7","5419"
"LOASACEAE","Mentzelia","congesta","Mentzelia congesta","Clustered blazing star","native","","Annual herb","Annual","92","14","66","800","2980","5","7","5420"
"LOASACEAE","Mentzelia","dispersa","Mentzelia dispersa","Scattered blazing star","native","","Annual herb","Annual","95","16","66","400","2860","5","8","5423"
"LOASACEAE","Mentzelia","gracilenta","Mentzelia gracilenta","Blazing star","native","","Annual herb","Annual","95","28","62","330","2330","4","5","5425"
"LOASACEAE","Mentzelia","laevicaulis","Mentzelia laevicaulis","Giant blazingstar","native","","Perennial herb","Perennial","96","14","67","15","2680","8","10","5431"
"LOASACEAE","Mentzelia","lindleyi","Mentzelia lindleyi","Lindley's blazing star","native","","Annual herb","Annual","93","32","58","75","1340","5","6","5432"
"LOASACEAE","Mentzelia","micrantha","Mentzelia micrantha","Small flowered stickleaf","native","","Annual herb","Annual","95","30","61","0","2170","4","6","5433"
"LOASACEAE","Mentzelia","montana","Mentzelia montana","Mountain blazing star","native","","Annual herb","Annual","88","16","63","820","2920","4","7","5434"
"LOASACEAE","Mentzelia","pectinata","Mentzelia pectinata","San joaquin blazing star","native","","Annual herb","Annual","96","34","61","110","1250","3","5","5439"
"LOASACEAE","Mentzelia","veatchiana","Mentzelia veatchiana","Veatch's blazing star","native","","Annual herb","Annual","99","22","66","330","2330","3","6","5447"
"AIZOACEAE","Mesembryanthemum","crystallinum","Mesembryanthemum crystallinum","Crystalline ice plant","non-native invasive","","Annual herb","Annual","96","42","54","-1","1060","3","10","5460"
"AIZOACEAE","Mesembryanthemum","nodiflorum","Mesembryanthemum nodiflorum","Small flowered iceplant","non-native invasive","","Annual herb","Annual","103","36","63","-45","570","3","8","5461"
"SAXIFRAGACEAE","Micranthes","californica","Micranthes californica","Greene's saxifrage","native","","Perennial herb","Perennial","96","24","61","0","2280","3","4","11841"
"POTTIACEAE","Microbryum","davallianum","Microbryum davallianum","","native","","Moss","Perennial","94","36","59","","","","","13976"
"POTTIACEAE","Microbryum","starckeanum","Microbryum starckeanum","","native","","Moss","Perennial","94","38","59","","","","","13978"
"EPHEMERACEAE","Micromitrium","tenerum","Micromitrium tenerum","","native","","Moss","Perennial","","","","","","","","13980"
"ASTERACEAE","Micropus","amphibolus","Micropus amphibolus","Mt. diablo cottonweed","rare","","Annual herb","Annual","89","40","49","35","420","3","5","5462"
"ASTERACEAE","Micropus","californicus","Micropus californicus","Q tips","native","","Annual herb","Annual","98","30","62","0","2280","4","5","5463"
"ASTERACEAE","Micropus","californicus","Micropus californicus var. californicus","Slender cottonweed","native","","Annual herb","Annual","96","30","61","5","2230","4","5","5464"
"ASTERACEAE","Microseris","bigelovii","Microseris bigelovii","Coast microseris","native","","Annual herb","Annual","100","38","60","0","430","4","7","5467"
"ASTERACEAE","Microseris","campestris","Microseris campestris","San joaquin microseris","native","","Annual herb","Annual","97","32","63","45","1000","4","6","5469"
"ASTERACEAE","Microseris","douglasii","Microseris douglasii","Douglas' microseris","native","","Annual herb","Annual","96","30","61","0","1350","3","5","5470"
"ASTERACEAE","Microseris","douglasii","Microseris douglasii ssp. douglasii","Douglas' microseris","native","","Annual herb","Annual","96","32","60","0","1220","3","5","5471"
"ASTERACEAE","Microseris","douglasii","Microseris douglasii ssp. tenella","Short scaled microseris","native","","Annual herb","Annual","94","38","56","45","910","3","5","5473"
"ASTERACEAE","Microseris","elegans","Microseris elegans","Elegant silverpuffs","native","","Annual herb","Annual","94","32","62","25","770","4","5","5474"
"POLEMONIACEAE","Microsteris","gracilis","Microsteris gracilis","Slender phlox","native","","Annual herb","Annual","96","14","66","25","2720","2","6","10117"
"PHRYMACEAE","Mimetanthe","pilosa","Mimetanthe pilosa","Snouted monkey flower","native","","Annual herb","Annual","99","14","66","5","2440","4","10","13513"
"PHRYMACEAE","Mimulus","subsecundus","Mimulus subsecundus","One sided monkeyflower","rare","","Annual herb","Annual","93","36","57","","","5","7","5559"
"NYCTAGINACEAE","Mirabilis","jalapa","Mirabilis jalapa","Wishbone bush","non-native","Do not eat the seed of this plant.","Perennial herb","Perennial","90","36","49","0","2280","5","10","5589"
"NYCTAGINACEAE","Mirabilis","laevis","Mirabilis laevis","Desert wishbone bush","native","","Perennial herb","Perennial","105","20","69","0","2280","2","5","10129"
"NYCTAGINACEAE","Mirabilis","laevis","Mirabilis laevis var. crassifolia","California four o'clock","native","","Perennial herb","Perennial","98","32","62","0","1640","12","6","10131"
"MALVACEAE","Modiola","caroliniana","Modiola caroliniana","Carolina bristle mallow","non-native","","Perennial herb","Perennial","91","36","55","0","570","3","11","5603"
"MOLLUGINACEAE","Mollugo","verticillata","Mollugo verticillata","Indian chickweed","non-native","","Annual herb","Annual","97","28","62","0","1890","5","9","5609"
"LAMIACEAE","Monardella","australis","Monardella australis","Southern mountain monardella","native","","Perennial herb","Perennial","84","22","54","1430","2780","6","9","5616"
"LAMIACEAE","Monardella","australis","Monardella australis ssp. occidentalis","southwestern mountain monardella","rare","","Perennial herb","Perennial","","","","","","6","8","14538"
"LAMIACEAE","Monardella","breweri","Monardella breweri","Brewer's monardella","native","","Annual herb","Annual","95","16","64","60","2530","6","8","5618"
"LAMIACEAE","Monardella","breweri","Monardella breweri ssp. lanceolata","Mustang mint","native","","Annual herb","Annual","95","16","64","90","2530","6","8","11859"
"LAMIACEAE","Monardella","hypoleuca","Monardella hypoleuca","White leaf monardella","native","","Perennial herb","Perennial","91","38","52","130","1910","6","8","5629"
"LAMIACEAE","Monardella","hypoleuca","Monardella hypoleuca ssp. hypoleuca","White leaf monardella","rare","","Perennial herb","Perennial","88","34","54","","","6","8","5630"
"LAMIACEAE","Monardella","macrantha","Monardella macrantha","Hummingbird monardella","native","","Perennial herb","Perennial","87","30","53","1160","2290","6","10","5639"
"LAMIACEAE","Monardella","odoratissima","Monardella odoratissima","Mountain monardella","native","","Perennial herb","Perennial","91","12","64","380","3450","6","8","5647"
"LAMIACEAE","Monardella","sinuata","Monardella sinuata","Curly leaved monardella","native","","Annual herb","Annual","83","38","46","0","370","5","7","11869"
"LAMIACEAE","Monardella","sinuata","Monardella sinuata ssp. sinuata","","rare","","Annual herb","Annual","75","40","35","5","250","4","9","11871"
"LAMIACEAE","Monardella","undulata","Monardella undulata","Curly leaved monardella","native","","Annual herb","Annual","83","38","46","10","2490","5","9","5659"
"LAMIACEAE","Monardella","undulata","Monardella undulata ssp. arguelloensis","Curly leaved monardella","rare","","Annual herb","Annual","","","","","","5","9","11872"
"LAMIACEAE","Monardella","undulata","Monardella undulata ssp. crispa","Crisp monardella","rare","","Annual herb","Annual","69","42","26","25","2490","5","9","11873"
"LAMIACEAE","Monardella","undulata","Monardella undulata ssp. undulata","San luis obispo monardella","rare","","Annual herb","Annual","69","42","27","10","1500","5","9","11874"
"LAMIACEAE","Monardella","villosa","Monardella villosa","Coyote mint","native","","Perennial herb","Perennial","94","22","60","0","2690","6","8","5660"
"LAMIACEAE","Monardella","villosa","Monardella villosa ssp. obispoensis","San luis obispo coyote mint","native","","Perennial herb","Perennial","91","34","55","25","1090","6","8","5664"
"CHENOPODIACEAE","Monolepis","nuttalliana","Monolepis nuttalliana","Nuttall's poverty weed","native","","Annual herb","Annual","103","10","67","100","4560","4","5","5671"
"ASTERACEAE","Monolopia","congdonii","Monolopia congdonii","San joaquin woollythreads","rare","","Annual herb","Annual","99","30","65","65","1000","2","5","8965"
"ASTERACEAE","Monolopia","lanceolata","Monolopia lanceolata","Common monolopia","native","","Annual herb","Annual","97","30","62","80","1670","3","5","5675"
"ASTERACEAE","Monolopia","major","Monolopia major","Cupped monolopia","native","","Annual herb","Annual","95","30","63","65","1080","2","7","5676"
"MONTIACEAE","Montia","fontana","Montia fontana","Water montia","native","","Annual herb","Annual","96","20","62","5","2410","3","6","5685"
"MYRICACEAE","Morella","californica","Morella californica","California wax myrtle","native","","Tree, Shrub","Perennial","85","38","48","0","450","6","7","9581"
