Family,Genus,Species,Taxon,Common Name,Native Status,effectm partm of this plant.,Lifeform,Duration,July High Temp,Dec Low Temp,Temp Range,Lower Elevation,Upper Elevation,Start Bloom Month,End Bloom Month,Calrecnum,Toxic parts,Toxic part 1,Toxic part 2,Toxic part 3,Toxins,Toxin 1,Toxin 2
ONAGRACEAE,Eulobus,californicus,Eulobus californicus,California primrose,native,NA,Annual herb,Annual,106,32,64,-1,2440,2,5,11681,NA,NA,NA,NA,NA,NA,NA
EUPHORBIACEAE,Euphorbia,albomarginata,Euphorbia albomarginata,Rattlesnake sandmat,native,Skin irritation from touching the sap of this plant.,Perennial herb,Perennial,107,20,72,25,2320,4,11,13185,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,characias,Euphorbia characias,Albanian spurge,non-native,Skin irritation from touching the sap of this plant.,Perennial herb,Perennial,83,38,44,0,840,NA,NA,8556,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,crenulata,Euphorbia crenulata,Chinesecaps,native,Skin irritation from touching the sap of this plant.,"Annual, Perennial herb",Annual,94,20,62,0,2300,5,8,3550,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,dendroides,Euphorbia dendroides,Tree spurge,non-native,Skin irritation from touching the sap of this plant.,Shrub,Perennial,88,40,44,90,1470,1,12,8558,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,hypericifolia,Euphorbia hypericifolia,graceful sandmat,non-native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,106,38,64,5,1390,8,9,13383,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,lathyris,Euphorbia lathyris,Gopher plant,non-native invasive,Skin irritation from touching the sap of this plant.,"Annual, Perennial herb",Annual,92,32,58,0,1480,6,7,3557,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,maculata,Euphorbia maculata,Spotted spurge,non-native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,105,22,63,-1,2150,6,8,13188,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,misera,Euphorbia misera,Cliff spurge,rare,Skin irritation from touching the sap of this plant.,Shrub,Perennial,78,44,34,0,90,12,8,3558,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,nutans,Euphorbia nutans,Eyebane spurge,non-native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,96,30,61,0,1380,4,10,13191,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,oblongata,Euphorbia oblongata,Eggleaf spurge,non-native invasive,Skin irritation from touching the sap of this plant.,Perennial herb,Perennial,94,30,59,0,1600,3,8,3559,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,ocellata,Euphorbia ocellata,Contura creek spurge,native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,100,30,64,15,1420,5,10,13192,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,peplus,Euphorbia peplus,Petty spurge,non-native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,93,34,57,0,1380,2,8,3561,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,prostrata,Euphorbia prostrata,Prostrate sandmat,non-native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,93,34,56,5,2280,8,9,13198,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,serpens,Euphorbia serpens,Matted sandmat,non-native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,93,34,55,0,1670,6,9,13199,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,serpillifolia,Euphorbia serpillifolia,Thyme-leafed spurge,native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,95,18,64,0,2280,6,8,13200,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,serpillifolia,Euphorbia serpillifolia ssp. serpillifolia,Thyme leafed spurge,native,Skin irritation from touching the sap of this plant.,"Annual, Perennial herb",Annual,95,18,65,0,2280,6,8,13202,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,spathulata,Euphorbia spathulata,Reticulate seeded spurge,native,Skin irritation from touching the sap of this plant.,Annual herb,Annual,94,20,63,0,1700,3,5,3563,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,terracina,Euphorbia terracina,Geraldton carnation weed,non-native invasive,Skin irritation from touching the sap of this plant.,Perennial herb,Perennial,89,40,46,0,890,3,7,8565,sap,sap,NA,NA,phorbol,phorbol,NA
EUPHORBIACEAE,Euphorbia,virgata,Euphorbia virgata,Leafy spurge,non-native invasive,Skin irritation from touching the sap of this plant.,Perennial herb,Perennial,94,22,63,25,1740,5,8,11684,sap,sap,NA,NA,phorbol,phorbol,NA
ASTERACEAE,Eurybia,radulina,Eurybia radulina,Roughleaf aster,native,NA,Perennial herb,Perennial,92,24,59,0,1790,7,10,9494,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Euthamia,occidentalis,Euthamia occidentalis,Western goldenrod,native,NA,Perennial herb,Perennial,99,18,71,0,2470,8,10,3565,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Extriplex,californica,Extriplex californica,California orach,native,NA,Perennial herb,Perennial,79,40,37,-2,220,3,5,13174,NA,NA,NA,NA,NA,NA,NA
FABRONIACEAE,Fabronia,pusilla,Fabronia pusilla,NA,native,NA,Moss,Perennial,98,30,62,NA,NA,NA,NA,13835,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Fagopyrum,esculentum,Fagopyrum esculentum,Domestic buckwheat,non-native,NA,Annual herb,Annual,NA,NA,NA,NA,NA,7,9,3569,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Fallopia,baldschuanica,Fallopia baldschuanica,Bukhara fleeceflower,non-native,NA,Vine,Perennial,86,26,56,0,1050,8,10,10889,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Fallopia,convolvulus,Fallopia convolvulus,Black bindweed,non-native,NA,Annual herb,Annual,94,20,62,70,2290,5,12,10890,NA,NA,NA,NA,NA,NA,NA
MORACEAE,Fatoua,villosa,Fatoua villosa,Hairy crabweed,non-native,NA,Annual herb,Annual,92,42,46,0,290,NA,NA,8652,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,arundinacea,Festuca arundinacea,Reed fescue,non-native invasive,NA,Perennial grass,Perennial,95,20,61,0,2280,5,6,3576,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,bromoides,Festuca bromoides,Brome fescue,non-native,NA,Annual grass,Annual,97,20,63,0,2280,4,6,11687,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,californica,Festuca californica,California fescue,native,NA,Perennial grass,Perennial,92,20,61,0,2090,2,4,3578,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,elmeri,Festuca elmeri,Coast fescue,native,NA,Perennial grass,Perennial,91,34,56,85,1160,5,7,3580,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,microstachys,Festuca microstachys,Small fescue,native,NA,Annual grass,Annual,98,20,65,0,2350,4,6,11688,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,myuros,Festuca myuros,Rattail sixweeks grass,non-native invasive,NA,Annual grass,Annual,98,18,63,0,2380,2,5,11689,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,octoflora,Festuca octoflora,Sixweeks grass,native,NA,Annual grass,Annual,105,18,69,5,2280,3,6,11690,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,ovina,Festuca ovina,Sheep fescue,non-native,NA,Perennial grass,Perennial,NA,NA,NA,NA,NA,5,6,9960,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,perennis,Festuca perennis,Italian rye grass,non-native invasive,NA,"Annual, Perennial grass",Annual,97,18,61,0,2630,5,9,11691,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,pratensis,Festuca pratensis,Meadow fescue,non-native,NA,Perennial grass,Perennial,91,20,64,95,2200,5,7,3585,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,rigida,Festuca rigida,Rigid italian rye grass,non-native,NA,Annual grass,Annual,NA,NA,NA,NA,NA,NA,NA,13508,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,rubra,Festuca rubra,Red fescue,native,NA,Perennial grass,Perennial,88,14,61,0,3000,4,5,3586,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,temulenta,Festuca temulenta,"Darnel, tares",non-native,NA,Annual grass,Annual,95,20,60,0,2640,4,6,11692,NA,NA,NA,NA,NA,NA,NA
POACEAE,Festuca,viridula,Festuca viridula,Mountain bunch fescue,native,NA,Perennial grass,Perennial,82,16,61,1490,2860,5,6,3591,NA,NA,NA,NA,NA,NA,NA
MORACEAE,Ficus,carica,Ficus carica,Common fig,non-native invasive,Possible skin irritation from touching the sap of this plant.<br>Do not eat the sap of this plant.,Tree,Perennial,98,32,63,0,1830,3,4,3592,sap,sap,NA,NA,oxalate,oxalate,NA
MORACEAE,Ficus,palmata,Ficus palmata,Punjab fig,non-native,Possible skin irritation from touching the sap of this plant.<br>Do not eat the sap of this plant.,Shrub,Perennial,NA,NA,NA,NA,NA,NA,NA,8653,sap,sap,NA,NA,oxalate,oxalate,NA
FISSIDENTACEAE,Fissidens,bryoides,Fissidens bryoides,NA,native,NA,Moss,Perennial,100,32,63,NA,NA,NA,NA,13837,NA,NA,NA,NA,NA,NA,NA
FISSIDENTACEAE,Fissidens,crispus,Fissidens crispus,NA,native,NA,Moss,Perennial,97,38,60,NA,NA,NA,NA,13838,NA,NA,NA,NA,NA,NA,NA
FISSIDENTACEAE,Fissidens,curvatus,Fissidens curvatus,NA,native,NA,Moss,Perennial,92,38,53,NA,NA,NA,NA,13839,NA,NA,NA,NA,NA,NA,NA
FISSIDENTACEAE,Fissidens,sublimbatus,Fissidens sublimbatus,Fissidens moss,native,NA,Moss,Perennial,97,30,61,NA,NA,NA,NA,12515,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Foeniculum,vulgare,Foeniculum vulgare,Fennel,non-native invasive,NA,Perennial herb,Perennial,94,28,59,-4,2260,5,9,3603,NA,NA,NA,NA,NA,NA,NA
OLEACEAE,Forestiera,pubescens,Forestiera pubescens,Desert olive,native,NA,Shrub,Perennial,97,24,69,240,2030,3,4,3604,NA,NA,NA,NA,NA,NA,NA
FOSSOMBRONIACEAE,Fossombronia,longiseta,Fossombronia longiseta,NA,native,NA,Liverwort,Perennial,98,30,58,190,320,NA,NA,14403,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Fragaria,chiloensis,Fragaria chiloensis,Beach strawberry,native,NA,Perennial herb,Perennial,78,40,37,0,330,2,3,3606,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Fragaria,vesca,Fragaria vesca,Wild strawberry,native,NA,Perennial herb,Perennial,92,20,60,0,2510,2,5,3609,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Frangula,californica,Frangula californica,California coffeeberry,native,NA,Shrub,Perennial,96,22,61,0,2620,6,8,10902,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Frangula,californica,Frangula californica ssp. californica,California coffeeberry,native,NA,Shrub,Perennial,95,26,60,0,2320,4,5,10896,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Frangula,californica,Frangula californica ssp. cuspidata,Sierra hoary coffeeberry,native,NA,Shrub,Perennial,98,20,62,160,2530,6,8,10898,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Frangula,californica,Frangula californica ssp. tomentella,Hoary coffeeberry,native,NA,Shrub,Perennial,97,20,61,5,2480,1,4,10900,NA,NA,NA,NA,NA,NA,NA
FRANKENIACEAE,Frankenia,salina,Frankenia salina,"Yerba reuma, alkali heath",native,NA,Perennial herb,Perennial,100,30,65,-2,910,5,10,3612,NA,NA,NA,NA,NA,NA,NA
GENTIANACEAE,Frasera,neglecta,Frasera neglecta,Pine green-gentian,rare,NA,Perennial herb,Perennial,86,24,60,0,2530,5,7,11700,NA,NA,NA,NA,NA,NA,NA
OLEACEAE,Fraxinus,dipetala,Fraxinus dipetala,Two petaled ash,native,NA,"Tree, Shrub",Perennial,97,30,62,20,2260,3,6,3614,NA,NA,NA,NA,NA,NA,NA
OLEACEAE,Fraxinus,latifolia,Fraxinus latifolia,Oregon ash,native,NA,Tree,Perennial,98,26,62,0,1940,4,5,3615,NA,NA,NA,NA,NA,NA,NA
OLEACEAE,Fraxinus,pennsylvanica,Fraxinus pennsylvanica,Green ash,non-native,NA,Tree,Perennial,82,40,42,0,85,NA,NA,9338,NA,NA,NA,NA,NA,NA,NA
OLEACEAE,Fraxinus,uhdei,Fraxinus uhdei,Shamel ash,non-native,NA,Tree,Perennial,91,36,52,0,1120,NA,NA,8655,NA,NA,NA,NA,NA,NA,NA
OLEACEAE,Fraxinus,velutina,Fraxinus velutina,Arizona ash,native,NA,Tree,Perennial,97,30,63,20,2280,5,6,3616,NA,NA,NA,NA,NA,NA,NA
MALVACEAE,Fremontodendron,californicum,Fremontodendron californicum,California fremontia,native,NA,Shrub,Perennial,96,22,62,0,2530,5,6,3618,NA,NA,NA,NA,NA,NA,NA
LILIACEAE,Fritillaria,affinis,Fritillaria affinis,Checker lily,native,NA,Perennial herb (bulb),Perennial,96,28,59,0,1530,3,5,3623,NA,NA,NA,NA,NA,NA,NA
LILIACEAE,Fritillaria,agrestis,Fritillaria agrestis,Stinkbells,rare,NA,Perennial herb (bulb),Perennial,95,24,64,45,1800,3,6,3626,NA,NA,NA,NA,NA,NA,NA
LILIACEAE,Fritillaria,biflora,Fritillaria biflora,Chocolate lily,native,NA,Perennial herb,Perennial,92,36,52,0,1620,3,4,3628,NA,NA,NA,NA,NA,NA,NA
LILIACEAE,Fritillaria,biflora,Fritillaria biflora var. biflora,Chocolate lily,native,NA,Perennial herb (bulb),Perennial,89,36,50,0,1290,3,4,3629,NA,NA,NA,NA,NA,NA,NA
LILIACEAE,Fritillaria,ojaiensis,Fritillaria ojaiensis,Ojai fritillary,rare,NA,Perennial herb (bulb),Perennial,92,34,53,5,1090,2,5,3638,NA,NA,NA,NA,NA,NA,NA
LILIACEAE,Fritillaria,pinetorum,Fritillaria pinetorum,Pine woods fritillary,rare,NA,Perennial herb,Perennial,82,14,63,1880,3170,5,7,3639,NA,NA,NA,NA,NA,NA,NA
FRULLANIACEAE,Frullania,bolanderi,Frullania bolanderi,NA,native,NA,Liverwort,Perennial,88,30,57,NA,NA,NA,NA,14407,NA,NA,NA,NA,NA,NA,NA
FRULLANIACEAE,Frullania,californica,Frullania californica,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14409,NA,NA,NA,NA,NA,NA,NA
FRULLANIACEAE,Frullania,catalinae,Frullania catalinae,NA,native,NA,Liverwort,Perennial,79,44,35,NA,NA,NA,NA,14410,NA,NA,NA,NA,NA,NA,NA
FRULLANIACEAE,Frullania,nisquallensis,Frullania nisquallensis,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14415,NA,NA,NA,NA,NA,NA,NA
PAPAVERACEAE,Fumaria,officinalis,Fumaria officinalis,Fumitory,non-native,NA,Annual herb,Annual,80,42,39,0,1370,4,7,3647,NA,NA,NA,NA,NA,NA,NA
PAPAVERACEAE,Fumaria,parviflora,Fumaria parviflora,Fine leaved fumitory,non-native,NA,Annual herb,Annual,91,38,52,5,350,4,5,3648,NA,NA,NA,NA,NA,NA,NA
FUNARIACEAE,Funaria,hygrometrica,Funaria hygrometrica,NA,native,NA,Moss,Perennial,97,20,61,10,2110,NA,NA,13858,NA,NA,NA,NA,NA,NA,NA
FUNARIACEAE,Funaria,microstoma,Funaria microstoma,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13859,NA,NA,NA,NA,NA,NA,NA
FUNARIACEAE,Funaria,muhlenbergii,Funaria muhlenbergii,NA,native,NA,Moss,Perennial,101,32,66,NA,NA,NA,NA,13860,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gaillardia,aristata,Gaillardia aristata,Common Indian blanket,non-native,NA,Perennial herb,Perennial,88,18,53,50,2570,3,5,3649,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gaillardia,pulchella,Gaillardia pulchella,Firewheel indian blanket,non-native,NA,Annual herb,Annual,93,16,60,0,2270,NA,NA,3650,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Galinsoga,parviflora,Galinsoga parviflora,Gallant soldier,non-native,NA,Annual herb,Annual,93,24,68,5,2280,1,12,9974,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,andrewsii,Galium andrewsii,Phlox leaved bedstraw,native,NA,Perennial herb,Perennial,96,24,62,40,2620,4,7,3656,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,andrewsii,Galium andrewsii ssp. andrewsii,Phlox leaved bedstraw,native,NA,Perennial herb,Perennial,95,30,59,140,2530,4,7,3657,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,andrewsii,Galium andrewsii ssp. intermedium,Phlox leaved bedstraw,native,NA,Perennial herb,Perennial,95,26,58,200,2590,4,7,3659,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,angustifolium,Galium angustifolium,Narrow leaved bedstraw,native,NA,Perennial herb,Perennial,103,28,63,5,2560,3,7,3660,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,angustifolium,Galium angustifolium ssp. angustifolium,Narrow leaved bedstraw,native,NA,Perennial herb,Perennial,97,28,60,20,2440,3,3,3661,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,angustifolium,Galium angustifolium ssp. foliosum,Narrow leaved bedstraw,native,NA,Perennial herb,Perennial,77,44,32,15,2280,3,3,3663,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,angustifolium,Galium angustifolium ssp. onycense,Onyx peak bedstraw,rare,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,4,7,3668,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,aparine,Galium aparine,Cleavers,native,NA,Annual herb,Annual,96,18,63,0,2350,4,5,3669,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,bolanderi,Galium bolanderi,Bolander's bedstraw,native,NA,Perennial herb,Perennial,95,18,64,200,2290,6,8,3672,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,buxifolium,Galium buxifolium,Box bedstraw,rare,NA,Shrub,Perennial,76,50,26,15,310,3,7,3674,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,californicum,Galium californicum,California bedstraw,native,NA,Perennial herb,Perennial,93,30,59,0,1720,3,9,3675,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,californicum,Galium californicum ssp. californicum,California bedstraw,native,NA,Perennial herb,Perennial,88,36,52,0,1120,3,9,3676,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,californicum,Galium californicum ssp. flaccidum,California bedstraw,native,NA,Perennial herb,Perennial,92,32,57,5,1750,3,9,3677,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,californicum,Galium californicum ssp. maritimum,Coastal california bedstraw,native,NA,Perennial herb,Perennial,80,40,41,0,240,3,9,3679,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,californicum,Galium californicum ssp. miguelense,San miguel island bedstraw,rare,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,3,7,3680,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,cliftonsmithii,Galium cliftonsmithii,Santa barbara bedstraw,rare,NA,Perennial herb,Perennial,84,42,40,0,940,5,7,3687,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,hallii,Galium hallii,Nodding bedstraw,native,NA,Perennial herb,Perennial,97,26,61,420,2530,5,8,3696,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,murale,Galium murale,Tiny bedstraw,non-native,NA,Annual herb,Annual,94,34,59,0,1610,4,5,3716,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,nuttallii,Galium nuttallii,Climbing bedstraw,native,NA,Perennial herb,Perennial,92,32,56,20,2080,3,7,3718,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,nuttallii,Galium nuttallii ssp. insulare,Nuttall's island bedstraw,rare,NA,Perennial herb,Perennial,78,44,30,30,440,3,6,3719,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,nuttallii,Galium nuttallii ssp. nuttallii,Climbing bedstraw,native,NA,Perennial herb,Perennial,90,36,51,15,1980,3,6,3720,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,parisiense,Galium parisiense,Wall bedstraw,non-native,NA,Annual herb,Annual,97,28,62,5,2280,4,8,3723,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,porrigens,Galium porrigens,Climbing bedstraw,native,NA,"Vine, Shrub",Perennial,96,28,59,0,2230,2,4,3724,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,porrigens,Galium porrigens var. porrigens,Graceful bedstraw,native,NA,"Vine, Shrub",Perennial,94,30,59,0,1780,3,4,3725,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,porrigens,Galium porrigens var. tenue,Graceful bedstraw,native,NA,"Vine, Shrub",Perennial,95,28,59,100,1830,2,4,3726,NA,NA,NA,NA,NA,NA,NA
RUBIACEAE,Galium,trifidum,Galium trifidum,Three petaled bedstraw,native,NA,Perennial herb,Perennial,90,14,63,0,2930,6,7,3739,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Gambelia,speciosa,Gambelia speciosa,Showy island snapdragon,rare,NA,Shrub,Perennial,83,48,33,5,450,2,5,11220,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gamochaeta,coarctata,Gamochaeta coarctata,Gray everlasting,non-native,NA,Perennial herb,Perennial,94,38,55,NA,NA,5,8,9976,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gamochaeta,pensylvanica,Gamochaeta pensylvanica,Pennsylvania everlasting,non-native,NA,Perennial herb,Perennial,89,34,47,0,2280,3,7,9977,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gamochaeta,ustulata,Gamochaeta ustulata,Featherweed,native,NA,Perennial herb,Perennial,87,36,50,0,2340,4,7,9339,NA,NA,NA,NA,NA,NA,NA
GARRYACEAE,Garrya,elliptica,Garrya elliptica,Coast silk tassel,native,NA,"Tree, Shrub",Perennial,86,36,48,0,870,12,1,3748,NA,NA,NA,NA,NA,NA,NA
GARRYACEAE,Garrya,flavescens,Garrya flavescens,Ashy silk tassel,native,NA,Shrub,Perennial,94,22,61,170,2830,2,4,3749,NA,NA,NA,NA,NA,NA,NA
GARRYACEAE,Garrya,veatchii,Garrya veatchii,Southern silk tassel,native,NA,Shrub,Perennial,93,30,60,40,2300,2,4,3751,NA,NA,NA,NA,NA,NA,NA
POACEAE,Gastridium,phleoides,Gastridium phleoides,Nit grass,non-native,NA,Annual grass,Annual,96,32,59,0,1880,4,11,9978,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Gaultheria,shallon,Gaultheria shallon,Salal,native,NA,Shrub,Perennial,85,32,49,0,1040,4,5,3755,NA,NA,NA,NA,NA,NA,NA
ONAGRACEAE,Gayophytum,diffusum,Gayophytum diffusum,Spreading groundsmoke,native,NA,Annual herb,Annual,93,12,66,180,3320,7,8,3761,NA,NA,NA,NA,NA,NA,NA
ONAGRACEAE,Gayophytum,diffusum,Gayophytum diffusum ssp. parviflorum,Small flowered groundsmoke,native,NA,Annual herb,Annual,89,10,65,820,3320,7,8,3763,NA,NA,NA,NA,NA,NA,NA
ONAGRACEAE,Gayophytum,heterozygum,Gayophytum heterozygum,Zig zag gayophytum,native,NA,Annual herb,Annual,86,16,64,790,2890,6,10,3765,NA,NA,NA,NA,NA,NA,NA
ONAGRACEAE,Gayophytum,humile,Gayophytum humile,Dwarf groundsmoke,native,NA,Annual herb,Annual,87,12,63,1120,3310,5,9,3766,NA,NA,NA,NA,NA,NA,NA
ONAGRACEAE,Gayophytum,oligospermum,Gayophytum oligospermum,Pinegrove gayophytum,native,NA,Annual herb,Annual,86,26,55,1550,2590,6,10,3767,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Gazania,linearis,Gazania linearis,Gazania,non-native invasive,NA,Perennial herb,Perennial,92,36,52,0,1620,1,12,3770,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,barnesii,Gemmabryum barnesii,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13862,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,brassicoides,Gemmabryum brassicoides,NA,native,NA,Moss,Perennial,95,38,57,NA,NA,NA,NA,13863,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,caespiticium,Gemmabryum caespiticium,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13864,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,dichotomum,Gemmabryum dichotomum,NA,native,NA,Moss,Perennial,96,36,59,NA,NA,NA,NA,13867,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,gemmiferum,Gemmabryum gemmiferum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13869,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,gemmilucens,Gemmabryum gemmilucens,NA,native,NA,Moss,Perennial,93,38,57,NA,NA,NA,NA,13870,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,kunzei,Gemmabryum kunzei,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13872,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,radiculosum,Gemmabryum radiculosum,NA,native,NA,Moss,Perennial,86,32,51,NA,NA,NA,NA,13873,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,tenuisetum,Gemmabryum tenuisetum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13875,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,valparaisense,Gemmabryum valparaisense,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13876,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,vinosum,Gemmabryum vinosum,NA,native,NA,Moss,Perennial,92,36,55,NA,NA,NA,NA,13878,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Gemmabryum,violaceum,Gemmabryum violaceum,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,13877,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Genista,canariensis,Genista canariensis,Canary island broom,non-native,NA,Shrub,Perennial,91,40,45,230,2290,2,4,3771,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Genista,linifolia,Genista linifolia,Mediterranean broom,non-native invasive,NA,Shrub,Perennial,81,48,33,5,1340,2,8,3772,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Genista,monspessulana,Genista monspessulana,French broom,non-native invasive,NA,Shrub,Perennial,96,30,59,-4,1800,3,5,3774,NA,NA,NA,NA,NA,NA,NA
